,loss,val_loss,accuracy,val_accuracy
0,2.1043357849121094,1.5936309099197388,0.227944478392601,0.5212187170982361
1,1.5110489130020142,1.01865553855896,0.4895646274089813,0.6935074329376221
2,1.1072139739990234,0.8105257153511047,0.6247392892837524,0.7649618983268738
3,0.8705784678459167,0.7618470191955566,0.704727292060852,0.7932535409927368
4,0.7188619375228882,0.7626073956489563,0.7572242021560669,0.8037722110748291
5,0.6176432371139526,0.7576947808265686,0.7919725179672241,0.8168298602104187
6,0.5492201447486877,0.7981052994728088,0.814443826675415,0.8113892078399658
7,0.5002095699310303,0.7410982251167297,0.829387366771698,0.8240841627120972
8,0.4664675295352936,0.7919772863388062,0.8389910459518433,0.8211824297904968
9,0.44329947233200073,0.7837741374969482,0.844575047492981,0.8229960203170776
10,0.0,0.918157160282135,0.0,0.8022260069847107
