,loss,val_loss,accuracy,val_accuracy
0,1.9248552322387695,1.3029230833053589,0.31176403164863586,0.601378321647644
1,1.1427876949310303,0.8893364667892456,0.6257953643798828,0.7214363217353821
2,0.7385209202766418,0.7525628805160522,0.765224039554596,0.78962641954422
3,0.47646212577819824,0.680795431137085,0.8494759202003479,0.8103010654449463
4,0.3711552917957306,0.6999653577804565,0.882676362991333,0.8128400444984436
5,0.2559569478034973,0.7374508380889893,0.9158768057823181,0.8269858360290527
6,0.22549958527088165,0.7310660481452942,0.9257742166519165,0.8237214088439941
7,0.18296989798545837,0.7875193953514099,0.9386155009269714,0.8306129574775696
8,0.17819495499134064,0.7825401425361633,0.9400742053985596,0.8266231417655945
9,0.14960868656635284,0.8512479066848755,0.9479023814201355,0.8364164233207703
10,0.0,0.7488448023796082,0.0,0.8441780805587769
