,loss,val_loss,accuracy,val_accuracy
0,1.7941408157348633,1.2974538803100586,0.358766108751297,0.6293402910232544
1,1.3261727094650269,1.0976223945617676,0.547662079334259,0.6805555820465088
2,1.1382124423980713,1.1678416728973389,0.6031128168106079,0.6484375
3,0.9643855690956116,0.963729202747345,0.663101315498352,0.7291666865348816
4,0.81181401014328,0.8249322175979614,0.7183737754821777,0.7482638955116272
5,0.6730841398239136,0.7820033431053162,0.7670028805732727,0.7951388955116272
6,0.5656160116195679,0.7495419979095459,0.8026091456413269,0.7847222089767456
7,0.5125322341918945,0.8077482581138611,0.8190279006958008,0.8064236044883728
8,0.45860007405281067,0.777620792388916,0.8365422487258911,0.7951388955116272
9,0.39047202467918396,0.7353047728538513,0.8570103645324707,0.8151041865348816
10,0.35820820927619934,0.5869854688644409,0.8657625913619995,0.8350694179534912
11,0.34004801511764526,0.7580428123474121,0.8705017566680908,0.8142361044883728
12,0.3334041237831116,0.7556777596473694,0.8706403970718384,0.8255208134651184
13,0.32276201248168945,0.6655810475349426,0.8736798763275146,0.8394097089767456
14,0.3108060956001282,0.5672405958175659,0.8763101696968079,0.8472222089767456
15,0.29914960265159607,0.6310793161392212,0.878706157207489,0.8298611044883728
16,0.2923416793346405,0.6324348449707031,0.880029559135437,0.8394097089767456
17,0.2849690616130829,0.6393386125564575,0.8816202878952026,0.8602430820465088
18,0.2765592038631439,0.6234524250030518,0.8842043876647949,0.8515625
19,0.26260703802108765,0.5777757167816162,0.8897388577461243,0.8654513955116272
20,0.24556097388267517,0.6793968677520752,0.8968080282211304,0.8324652910232544
21,0.2385920137166977,0.618829607963562,0.8986924290657043,0.8506944179534912
22,0.23088037967681885,0.6329583525657654,0.9006791710853577,0.8576388955116272
23,0.2307930290699005,0.610602855682373,0.8995702862739563,0.8524305820465088
24,0.22366586327552795,0.6105531454086304,0.9026428461074829,0.859375
25,0.0,0.6200770139694214,0.0,0.8489000797271729
